time,gFx,gFy,gFz,TgF
8.793,-1.1788,-0.4006,0.6255,1.393
8.793,-1.1973,-0.4278,0.6465,1.426
8.793,-1.2152,-0.457,0.6597,1.456
8.794,-1.2325,-0.4866,0.669,1.484
8.794,-1.2479,-0.5176,0.6807,1.5130000000000001
8.794,-1.2604,-0.5482,0.6943,1.54
8.794,-1.2749,-0.5748,0.7075,1.567
8.795,-1.2903,-0.6014,0.7163,1.594
8.795,-1.3023,-0.6232,0.7217,1.614
8.795,-1.3125,-0.6409,0.7295,1.633
8.795,-1.3192,-0.6533,0.7368,1.646
8.795,-1.3227,-0.6588,0.7456,1.655
8.796,-1.3285,-0.6617,0.7476,1.662
8.796,-1.3325,-0.6623,0.7495,1.666
8.796,-1.3413,-0.6619,0.7505,1.673
8.796,-1.3515,-0.6615,0.7495,1.681
8.797,-1.3594,-0.6611,0.7495,1.6869999999999998
8.797,-1.3634,-0.6597,0.7504,1.69
8.797,-1.3673,-0.6597,0.7519,1.694
8.797,-1.3717,-0.6603,0.7539,1.699
8.798,-1.3688,-0.6538,0.7543,1.694
8.798,-1.3631,-0.6455,0.7598,1.689
8.798,-1.3559,-0.639,0.7666,1.6840000000000002
8.798,-1.3472,-0.6287,0.7652,1.672
8.798,-1.3355,-0.6182,0.7627,1.6580000000000001
8.799,-1.3224,-0.6048,0.752,1.6369999999999998
8.799,-1.3068,-0.587,0.7359,1.61
8.799,-1.2917,-0.5667,0.7173,1.5819999999999999
8.799,-1.2732,-0.5454,0.6958,1.55
8.8,-1.2542,-0.5255,0.6733,1.517
8.8,-1.237,-0.5032,0.6498,1.485
8.8,-1.2184,-0.4829,0.6288,1.454
8.8,-1.2004,-0.4646,0.6093,1.4240000000000002
8.8,-1.1852,-0.4487,0.5883,1.3969999999999998
8.801,-1.173,-0.4377,0.5702,1.376
8.801,-1.1612,-0.4278,0.5536,1.3559999999999999
8.801,-1.1499,-0.4237,0.5453,1.341
8.801,-1.1381,-0.4225,0.5355,1.327
8.802,-1.1291,-0.42,0.5204,1.3119999999999998
8.802,-1.1192,-0.4252,0.5087,1.301
8.802,-1.1112,-0.432,0.4979,1.2919999999999998
8.802,-1.1071,-0.4418,0.4921,1.29
8.803,-1.0972,-0.449,0.4881,1.2819999999999998
8.803,-1.0898,-0.4567,0.4847,1.2770000000000001
8.803,-1.0813,-0.4659,0.4818,1.272
8.803,-1.0724,-0.4761,0.4794,1.2670000000000001
8.804,-1.0669,-0.4907,0.4813,1.2690000000000001
8.804,-1.0638,-0.5078,0.4842,1.274
8.804,-1.0636,-0.5304,0.496,1.288
8.804,-1.0581,-0.5455,0.4979,1.29
8.804,-1.052,-0.5616,0.5043,1.295
8.805,-1.048,-0.5807,0.5082,1.301
8.805,-1.0468,-0.6003,0.5121,1.311
8.805,-1.0456,-0.6228,0.5189,1.3230000000000002
8.805,-1.0435,-0.6453,0.5272,1.335
8.806,-1.0453,-0.6679,0.5359,1.351
8.806,-1.0475,-0.6895,0.5423,1.3659999999999999
8.806,-1.0483,-0.7096,0.5472,1.379
8.806,-1.0511,-0.7277,0.5541,1.393
8.806,-1.0524,-0.7464,0.559,1.406
8.807,-1.0542,-0.7645,0.5643,1.419
8.807,-1.0541,-0.7862,0.5751,1.435
8.807,-1.0466,-0.8032,0.5775,1.44
8.807,-1.0327,-0.8128,0.5717,1.433
8.808,-1.0155,-0.8195,0.5668,1.423
8.808,-0.9986,-0.8261,0.558,1.411
8.808,-0.9839,-0.8318,0.5526,1.402
8.808,-0.974,-0.8381,0.5526,1.399
8.808,-0.9637,-0.8409,0.5463,1.391
8.809,-0.9547,-0.8442,0.5389,1.3840000000000001
8.809,-0.9449,-0.8441,0.5306,1.374
8.809,-0.9365,-0.844,0.5223,1.365
8.809,-0.9256,-0.8418,0.5047,1.349
8.81,-0.9138,-0.8378,0.4876,1.3319999999999999
8.81,-0.9029,-0.8347,0.4661,1.315
8.81,-0.8934,-0.8316,0.4509,1.301
8.81,-0.8865,-0.8256,0.4387,1.288
8.81,-0.8767,-0.8196,0.4274,1.274
8.811,-0.8698,-0.8107,0.4157,1.26
8.811,-0.8601,-0.8013,0.4069,1.244
8.811,-0.8552,-0.7914,0.3962,1.2309999999999999
8.811,-0.8479,-0.7796,0.3869,1.215
8.811,-0.8416,-0.7667,0.3737,1.198
8.822,-0.8406,-0.7564,0.3595,1.187
8.822,-0.8377,-0.744,0.3473,1.173
8.823,-0.8348,-0.7327,0.3351,1.16
8.823,-0.8372,-0.723,0.3239,1.153
8.823,-0.8348,-0.7122,0.3111,1.141
8.836,-0.8275,-0.6993,0.3018,1.125
8.837,-0.8217,-0.6875,0.2916,1.11
8.837,-0.8188,-0.6747,0.2838,1.0979999999999999
8.837,-0.8179,-0.6624,0.2755,1.088
8.838,-0.816,-0.6511,0.2667,1.077
8.838,-0.8108,-0.6343,0.2628,1.062
8.84,-0.8083,-0.6265,0.252,1.053
8.842,-0.8073,-0.6191,0.2428,1.046
8.844,-0.8064,-0.6152,0.2369,1.042
8.849,-0.8054,-0.6098,0.234,1.037
8.85,-0.8026,-0.601,0.2325,1.0290000000000001
8.852,-0.8006,-0.5955,0.2281,1.024
8.854,-0.7992,-0.5896,0.2262,1.0190000000000001
8.861,-0.7968,-0.5837,0.2247,1.013
8.862,-0.7974,-0.5778,0.2262,1.01
8.862,-0.7941,-0.5709,0.2257,1.004
8.864,-0.7932,-0.5655,0.2266,1.0
8.867,-0.7918,-0.5616,0.2281,0.997
8.869,-0.7918,-0.5568,0.2301,0.995
8.871,-0.7904,-0.5547,0.2315,0.993
8.874,-0.7885,-0.5523,0.2335,0.991
8.876,-0.788,-0.5503,0.233,0.9890000000000001
8.879,-0.7865,-0.5503,0.231,0.987
8.881,-0.7835,-0.5518,0.2271,0.985
8.884,-0.7826,-0.5488,0.2281,0.983
8.886,-0.7854,-0.5488,0.2242,0.9840000000000001
8.889,-0.7815,-0.5434,0.2164,0.976
8.891,-0.781,-0.5414,0.2066,0.972
8.894,-0.7838,-0.5434,0.1988,0.9740000000000001
8.896,-0.7867,-0.5453,0.19,0.976
8.898,-0.789,-0.5502,0.1826,0.9790000000000001
8.901,-0.7942,-0.5567,0.1748,0.986
8.904,-0.8,-0.5626,0.1728,0.993
8.906,-0.8134,-0.5707,0.2096,1.016
8.908,-0.8093,-0.5691,0.1816,1.006
8.911,-0.8007,-0.5635,0.1474,0.99
8.916,-0.7941,-0.5693,0.1215,0.985
8.917,-0.7918,-0.5766,0.1024,0.985
8.918,-0.7926,-0.5854,0.0858,0.9890000000000001
8.921,-0.7938,-0.5922,0.0726,0.993
8.926,-0.7957,-0.5972,0.0667,0.997
8.926,-0.801,-0.6006,0.0682,1.003
8.928,-0.8035,-0.6027,0.0765,1.0070000000000001
8.931,-0.8026,-0.6017,0.0819,1.006
8.933,-0.8032,-0.6027,0.0912,1.008
8.935,-0.8032,-0.6002,0.0971,1.0070000000000001
8.938,-0.8042,-0.6012,0.1005,1.0090000000000001
8.94,-0.8048,-0.6013,0.1049,1.01
8.944,-0.8028,-0.6027,0.1068,1.01
8.945,-0.8018,-0.6012,0.1068,1.008
8.949,-0.8004,-0.6032,0.1083,1.008
8.95,-0.7984,-0.6046,0.1122,1.008
8.953,-0.7994,-0.608,0.1141,1.011
8.955,-0.7979,-0.6115,0.1166,1.012
8.957,-0.7989,-0.6149,0.121,1.015
8.96,-0.7979,-0.6188,0.1249,1.0170000000000001
8.963,-0.7979,-0.6213,0.1283,1.0190000000000001
8.965,-0.7984,-0.6247,0.1361,1.023
8.967,-0.799,-0.6287,0.1439,1.0270000000000001
8.971,-0.7981,-0.6296,0.1523,1.028
8.972,-0.7971,-0.6316,0.1582,1.0290000000000001
8.975,-0.7948,-0.6311,0.165,1.028
8.977,-0.7938,-0.6316,0.1704,1.0290000000000001
8.979,-0.7924,-0.6331,0.1752,1.0290000000000001
8.982,-0.7905,-0.633,0.1796,1.0290000000000001
8.985,-0.79,-0.6345,0.1831,1.03
8.987,-0.7871,-0.634,0.1889,1.028
8.989,-0.7851,-0.6335,0.1914,1.0270000000000001
8.992,-0.7832,-0.6339,0.1933,1.026
8.994,-0.7793,-0.6359,0.1958,1.025
8.997,-0.7754,-0.6363,0.1982,1.022
8.999,-0.773,-0.6363,0.2002,1.021
9.002,-0.7681,-0.6372,0.2017,1.018
9.004,-0.7676,-0.6377,0.2037,1.0190000000000001
9.006,-0.7647,-0.6381,0.2042,1.0170000000000001
9.009,-0.7612,-0.6386,0.2056,1.015
9.011,-0.7573,-0.639,0.2061,1.012
9.014,-0.7544,-0.6375,0.2056,1.0090000000000001
9.016,-0.7524,-0.64,0.2022,1.008
9.019,-0.7514,-0.6409,0.1973,1.0070000000000001
9.021,-0.7514,-0.6434,0.1988,1.0090000000000001
9.024,-0.7537,-0.6483,0.1978,1.014
9.03,-0.7556,-0.6532,0.1982,1.018
9.03,-0.7645,-0.6608,0.2174,1.034
9.032,-0.7656,-0.6642,0.2276,1.0390000000000001
9.034,-0.7575,-0.6621,0.1962,1.025
9.036,-0.7514,-0.6605,0.1743,1.016
9.039,-0.7496,-0.6742,0.1547,1.02
9.041,-0.7484,-0.6864,0.1425,1.025
9.043,-0.7506,-0.6967,0.1347,1.033
9.046,-0.7495,-0.7035,0.1322,1.036
9.049,-0.749,-0.7084,0.1376,1.04
9.051,-0.7534,-0.7168,0.1464,1.05
9.053,-0.7545,-0.7227,0.1586,1.057
9.056,-0.7559,-0.7291,0.1679,1.064
9.058,-0.7554,-0.7384,0.1747,1.071
9.06,-0.7588,-0.7448,0.1801,1.078
9.064,-0.7627,-0.7542,0.183,1.088
9.065,-0.766,-0.7641,0.1874,1.0979999999999999
9.068,-0.7684,-0.772,0.1908,1.1059999999999999
9.071,-0.7673,-0.7832,0.1962,1.114
9.073,-0.7663,-0.7935,0.1991,1.121
9.075,-0.7677,-0.8023,0.2045,1.129
9.291,-0.7676,-0.8092,0.2065,1.1340000000000001
9.292,-0.7651,-0.8165,0.2114,1.139
9.293,-0.765,-0.8263,0.2158,1.147
9.293,-0.7621,-0.8317,0.2221,1.15
9.294,-0.7572,-0.8404,0.2265,1.1540000000000001
9.294,-0.7547,-0.8492,0.2309,1.159
9.294,-0.7487,-0.8565,0.2324,1.161
9.294,-0.7394,-0.8618,0.2344,1.159
9.295,-0.7301,-0.8641,0.2349,1.155
9.295,-0.7169,-0.8664,0.2349,1.149
9.295,-0.7071,-0.8683,0.2354,1.1440000000000001
9.295,-0.6964,-0.8681,0.2378,1.138
9.296,-0.6861,-0.869,0.2417,1.133
9.296,-0.6759,-0.8689,0.2442,1.128
9.296,-0.6657,-0.8659,0.2505,1.121
9.297,-0.6578,-0.8662,0.2525,1.117
9.297,-0.6491,-0.8652,0.2574,1.112
9.297,-0.6443,-0.8647,0.2618,1.11
9.297,-0.6428,-0.8671,0.2623,1.111
9.298,-0.6447,-0.872,0.2642,1.1159999999999999
9.298,-0.6451,-0.8769,0.2647,1.12
9.298,-0.6494,-0.8858,0.2638,1.13
9.298,-0.6542,-0.8952,0.2627,1.139
9.299,-0.6585,-0.903,0.2632,1.148
9.299,-0.6652,-0.912,0.2632,1.159
9.299,-0.6802,-0.9142,0.2965,1.177
9.299,-0.6754,-0.9131,0.2979,1.1740000000000002
9.3,-0.67,-0.9238,0.2661,1.172
9.3,-0.6623,-0.9339,0.2398,1.17
9.3,-0.6538,-0.9436,0.2222,1.169
9.3,-0.6472,-0.9518,0.208,1.17
9.301,-0.6436,-0.9566,0.1991,1.17
9.301,-0.6371,-0.959,0.1864,1.166
9.301,-0.6273,-0.9594,0.1801,1.16
9.301,-0.6144,-0.9582,0.1723,1.151
9.302,-0.6008,-0.9522,0.1669,1.138
9.302,-0.5833,-0.9436,0.162,1.121
9.302,-0.5627,-0.9327,0.1503,1.1
9.303,-0.5403,-0.9177,0.1445,1.075
9.303,-0.5138,-0.8944,0.1508,1.042
9.303,-0.4878,-0.8651,0.1636,1.0070000000000001
9.303,-0.4634,-0.835,0.1773,0.971
9.304,-0.4346,-0.7999,0.1925,0.93
9.304,-0.4053,-0.7643,0.2067,0.889
9.304,-0.3829,-0.7323,0.2215,0.855
9.304,-0.3638,-0.6997,0.2376,0.8240000000000001
9.304,-0.3467,-0.6692,0.2479,0.7929999999999999
9.305,-0.3373,-0.6445,0.2552,0.7709999999999999
9.305,-0.3293,-0.6229,0.2641,0.752
9.305,-0.3271,-0.6014,0.2689,0.735
9.305,-0.3258,-0.5847,0.2743,0.723
9.306,-0.328,-0.5706,0.2812,0.716
9.306,-0.3308,-0.5559,0.2876,0.708
9.306,-0.3393,-0.5418,0.2949,0.7040000000000001
9.306,-0.3474,-0.5291,0.3032,0.7020000000000001
9.307,-0.3608,-0.5205,0.3105,0.705
9.307,-0.378,-0.5153,0.3155,0.713
9.307,-0.3917,-0.5116,0.3203,0.72
9.307,-0.406,-0.5059,0.3247,0.725
9.308,-0.4247,-0.5051,0.3296,0.738
9.308,-0.4422,-0.5053,0.3306,0.748
9.308,-0.4618,-0.5036,0.3305,0.759
9.308,-0.4819,-0.5052,0.3286,0.772
9.308,-0.5023,-0.504,0.3208,0.7809999999999999
9.309,-0.5208,-0.5087,0.3188,0.795
9.309,-0.5412,-0.5172,0.3143,0.812
9.309,-0.5588,-0.5208,0.3099,0.8240000000000001
9.309,-0.5791,-0.5323,0.304,0.843
9.31,-0.6019,-0.5434,0.2952,0.863
9.31,-0.6246,-0.5574,0.2874,0.885
9.31,-0.6488,-0.5709,0.279,0.9079999999999999
9.31,-0.6721,-0.5838,0.2707,0.9309999999999999
9.311,-0.6914,-0.5977,0.2643,0.951
9.311,-0.7093,-0.6102,0.2604,0.971
9.311,-0.7209,-0.6201,0.2575,0.985
9.311,-0.7295,-0.63,0.2506,0.996
9.311,-0.7357,-0.6393,0.2428,1.004
9.312,-0.7404,-0.6472,0.232,1.01
9.312,-0.7455,-0.6596,0.2208,1.02
9.312,-0.7492,-0.6699,0.214,1.028
9.312,-0.7529,-0.6821,0.2061,1.037
9.313,-0.7552,-0.6934,0.2007,1.045
9.313,-0.7584,-0.7037,0.1933,1.053
9.313,-0.7592,-0.7155,0.1845,1.0590000000000002
9.313,-0.7615,-0.7243,0.1821,1.067
9.313,-0.7703,-0.7348,0.2007,1.083
9.314,-0.7769,-0.7338,0.2246,1.092
9.314,-0.7595,-0.7287,0.1865,1.069
9.314,-0.744,-0.726,0.1469,1.05
9.314,-0.7349,-0.7313,0.122,1.044
9.315,-0.7279,-0.737,0.1024,1.041
9.315,-0.7257,-0.7384,0.0888,1.0390000000000001
9.315,-0.7197,-0.7388,0.0745,1.034
9.315,-0.7177,-0.7359,0.0554,1.0290000000000001
9.315,-0.7111,-0.7318,0.0374,1.021
9.316,-0.7031,-0.7302,0.0144,1.014
9.316,-0.6951,-0.7272,-0.0061,1.006
9.316,-0.6906,-0.7256,-0.0262,1.002
9.321,-0.688,-0.7226,-0.0458,0.9990000000000001
9.321,-0.6879,-0.7172,-0.0609,0.996
9.323,-0.6913,-0.7123,-0.0702,0.995
9.326,-0.6947,-0.7065,-0.0761,0.9940000000000001
9.329,-0.7,-0.7045,-0.0839,0.997
9.33,-0.7059,-0.7012,-0.0888,0.9990000000000001
9.333,-0.7122,-0.6964,-0.0947,1.001
9.336,-0.7211,-0.6921,-0.0961,1.004
9.342,-0.7285,-0.6882,-0.0966,1.0070000000000001
9.343,-0.7363,-0.6839,-0.1005,1.01
9.344,-0.7481,-0.6791,-0.1035,1.016
9.345,-0.7603,-0.6744,-0.1035,1.022
9.348,-0.7764,-0.6721,-0.104,1.032
9.356,-0.7947,-0.6704,-0.1,1.044
9.357,-0.8177,-0.6677,-0.0942,1.06
9.357,-0.8403,-0.666,-0.0869,1.0759999999999998
9.357,-0.8619,-0.6658,-0.0757,1.092
9.361,-0.8835,-0.6671,-0.0659,1.109
9.362,-0.9018,-0.6688,-0.0523,1.124
9.365,-0.9234,-0.6695,-0.0352,1.141
9.367,-0.9466,-0.6693,-0.0185,1.159
9.37,-0.9653,-0.6686,0.0001,1.1740000000000002
9.372,-0.9806,-0.6644,0.0153,1.185
9.375,-0.9936,-0.6582,0.0338,1.192
9.377,-1.008,-0.6555,0.049,1.203
9.379,-1.0223,-0.6536,0.0631,1.215
9.382,-1.0372,-0.6543,0.0778,1.229
9.384,-1.0499,-0.655,0.0876,1.2409999999999999
9.387,-1.0613,-0.6561,0.0978,1.252
9.39,-1.0745,-0.6558,0.1027,1.263
9.392,-1.0843,-0.6555,0.1071,1.272
9.394,-1.0917,-0.654,0.1076,1.2770000000000001
9.397,-1.0981,-0.6526,0.1076,1.2819999999999998
9.399,-1.1034,-0.6497,0.1027,1.285
9.402,-1.1048,-0.6478,0.0969,1.284
9.404,-1.1092,-0.6469,0.0905,1.287
9.406,-1.1121,-0.6444,0.085,1.288
9.409,-1.1135,-0.6425,0.0772,1.288
9.411,-1.1149,-0.64,0.0694,1.287
9.414,-1.1169,-0.6366,0.064,1.287
9.417,-1.1169,-0.6303,0.0587,1.284
9.419,-1.1174,-0.6248,0.0528,1.281
9.421,-1.1164,-0.6194,0.0465,1.278
9.424,-1.1179,-0.6121,0.0367,1.275
9.426,-1.1207,-0.6086,0.0255,1.276
9.429,-1.1241,-0.6018,0.0108,1.275
9.431,-1.1289,-0.596,-0.0044,1.2770000000000001
9.433,-1.1279,-0.5857,-0.0195,1.271
9.436,-1.1313,-0.5784,-0.0352,1.271
9.439,-1.1356,-0.573,-0.0513,1.273
9.443,-1.1409,-0.5647,-0.0684,1.275
9.443,-1.1448,-0.5588,-0.0827,1.2770000000000001
9.446,-1.1501,-0.5496,-0.0978,1.278
9.448,-1.1569,-0.5438,-0.1119,1.2830000000000001
9.455,-1.1676,-0.5379,-0.1251,1.2919999999999998
9.455,-1.1701,-0.5272,-0.1325,1.29
9.455,-1.1765,-0.5209,-0.1398,1.294
9.458,-1.1862,-0.5156,-0.1492,1.3019999999999998
9.46,-1.196,-0.5073,-0.1565,1.3090000000000002
9.464,-1.2073,-0.5011,-0.1604,1.317
9.465,-1.217,-0.4944,-0.1673,1.324
9.468,-1.2254,-0.49,-0.1677,1.33
9.47,-1.2413,-0.4873,-0.1428,1.341
9.474,-1.2438,-0.4756,-0.155,1.341
9.475,-1.2462,-0.4623,-0.1785,1.341
9.478,-1.2524,-0.4541,-0.1961,1.347
9.48,-1.2592,-0.4512,-0.2103,1.354
9.483,-1.2695,-0.4513,-0.2132,1.364
9.485,-1.2842,-0.4515,-0.2069,1.3769999999999998
9.487,-1.2979,-0.4477,-0.2025,1.3880000000000001
9.49,-1.3063,-0.4429,-0.1951,1.393
9.492,-1.3143,-0.4382,-0.1893,1.3980000000000001
9.496,-1.317,-0.4274,-0.1825,1.3969999999999998
9.497,-1.3215,-0.4196,-0.1795,1.3980000000000001
9.5,-1.3236,-0.4098,-0.1751,1.3969999999999998
9.503,-1.3286,-0.4001,-0.1712,1.3980000000000001
9.505,-1.3361,-0.3934,-0.1619,1.402
9.507,-1.3446,-0.389,-0.1497,1.4080000000000001
9.51,-1.3501,-0.3857,-0.1374,1.411
9.512,-1.3541,-0.3848,-0.1242,1.413
9.514,-1.3567,-0.3809,-0.1174,1.4140000000000001
9.517,-1.3607,-0.3751,-0.1174,1.416
9.519,-1.3603,-0.3721,-0.1188,1.415
9.522,-1.3593,-0.3706,-0.1184,1.4140000000000001
9.525,-1.3574,-0.3697,-0.113,1.411
9.527,-1.3501,-0.3686,-0.1076,1.4040000000000001
9.529,-1.3447,-0.3705,-0.1036,1.399
9.532,-1.3355,-0.3719,-0.1022,1.39
9.534,-1.3276,-0.3747,-0.1007,1.383
9.536,-1.3183,-0.3756,-0.1012,1.375
9.539,-1.3129,-0.376,-0.1012,1.369
9.546,-1.3046,-0.3784,-0.0993,1.3619999999999999
9.547,-1.2963,-0.3836,-0.0978,1.355
9.547,-1.2904,-0.3885,-0.0944,1.351
9.549,-1.283,-0.3929,-0.091,1.345
9.552,-1.2781,-0.3982,-0.0856,1.341
9.554,-1.2732,-0.402,-0.0822,1.338
9.556,-1.2722,-0.4059,-0.0783,1.338
9.558,-1.2654,-0.4098,-0.0743,1.3319999999999999
9.561,-1.2625,-0.4147,-0.0704,1.331
9.564,-1.2571,-0.42,-0.0631,1.327
9.566,-1.2522,-0.4234,-0.0591,1.3230000000000002
9.798,-1.2464,-0.4253,-0.0518,1.318
9.799,-1.241,-0.4247,-0.044,1.3119999999999998
9.799,-1.241,-0.4263,-0.0391,1.3130000000000002
9.8,-1.2415,-0.4307,-0.0357,1.315
9.8,-1.243,-0.4327,-0.0323,1.317
9.8,-1.243,-0.4342,-0.0259,1.317
9.801,-1.2445,-0.4366,-0.023,1.319
9.801,-1.2435,-0.4396,-0.0205,1.319
9.801,-1.244,-0.44,-0.0186,1.32
9.802,-1.2445,-0.441,-0.0151,1.32
9.802,-1.2466,-0.4411,-0.0132,1.3219999999999998
9.803,-1.249,-0.4382,-0.0112,1.324
9.803,-1.251,-0.4358,-0.0098,1.325
9.803,-1.2554,-0.4363,-0.0088,1.329
9.804,-1.2598,-0.4373,-0.0117,1.334
9.804,-1.2657,-0.4364,-0.0117,1.339
9.804,-1.2759,-0.4429,-0.0137,1.351
9.804,-1.2889,-0.4528,-0.0176,1.3659999999999999
9.805,-1.3009,-0.4671,-0.0225,1.382
9.805,-1.3168,-0.4845,-0.0264,1.403
9.805,-1.3336,-0.5057,-0.0338,1.4269999999999998
9.805,-1.3538,-0.5299,-0.0368,1.454
9.805,-1.3721,-0.5552,-0.0358,1.4809999999999999
9.806,-1.3928,-0.5843,-0.0374,1.511
9.806,-1.4126,-0.6119,-0.0354,1.54
9.806,-1.4289,-0.6346,-0.0315,1.564
9.806,-1.4478,-0.6575,-0.0261,1.59
9.807,-1.4608,-0.6748,-0.0193,1.609
9.807,-1.4715,-0.692,-0.0125,1.626
9.807,-1.4812,-0.7078,-0.0046,1.642
9.807,-1.4909,-0.7222,0.0051,1.6569999999999998
9.808,-1.4972,-0.733,0.0129,1.6669999999999998
9.808,-1.4977,-0.7404,0.0193,1.671
9.808,-1.4972,-0.7428,0.0227,1.671
9.808,-1.4928,-0.7438,0.0281,1.6680000000000001
9.808,-1.4899,-0.7442,0.0295,1.666
9.809,-1.4826,-0.7442,0.0295,1.659
9.809,-1.4743,-0.7392,0.0305,1.65
9.809,-1.4636,-0.7341,0.0291,1.6380000000000001
9.809,-1.4548,-0.7282,0.0242,1.6269999999999998
9.81,-1.4402,-0.7201,0.0228,1.61
9.81,-1.4193,-0.7081,0.0203,1.5859999999999999
9.81,-1.3906,-0.6931,0.0208,1.554
9.81,-1.3674,-0.6796,0.0223,1.527
9.811,-1.3513,-0.6701,0.0209,1.508
9.811,-1.3411,-0.6636,0.0204,1.496
9.811,-1.3358,-0.6607,0.0219,1.49
9.811,-1.3284,-0.6586,0.0253,1.483
9.811,-1.3173,-0.6556,0.0262,1.472
9.812,-1.3027,-0.6495,0.0307,1.456
9.812,-1.2858,-0.6419,0.0361,1.4380000000000002
9.812,-1.2708,-0.6354,0.0454,1.421
9.812,-1.2592,-0.6289,0.0527,1.409
9.813,-1.2515,-0.624,0.062,1.4
9.813,-1.2477,-0.619,0.0718,1.395
9.813,-1.2449,-0.622,0.0806,1.3940000000000001
9.813,-1.2425,-0.6239,0.0938,1.3940000000000001
9.813,-1.2396,-0.6278,0.108,1.3940000000000001
9.814,-1.2397,-0.6362,0.1246,1.399
9.814,-1.2441,-0.6455,0.1388,1.4080000000000001
9.814,-1.25,-0.6594,0.1535,1.422
9.814,-1.2524,-0.6761,0.1691,1.433
9.815,-1.2558,-0.6928,0.1823,1.446
9.815,-1.2597,-0.7095,0.1984,1.459
9.815,-1.2625,-0.7296,0.2136,1.474
9.815,-1.2668,-0.7488,0.2277,1.489
9.816,-1.2682,-0.77,0.2419,1.5030000000000001
9.816,-1.2695,-0.7906,0.2556,1.517
9.816,-1.2728,-0.8092,0.2683,1.5319999999999998
9.816,-1.2728,-0.8278,0.28,1.544
9.817,-1.2737,-0.8441,0.2922,1.556
9.817,-1.2687,-0.8607,0.3015,1.5619999999999998
9.817,-1.2633,-0.8753,0.3122,1.568
9.817,-1.2563,-0.8885,0.3186,1.571
9.817,-1.2479,-0.8982,0.326,1.5719999999999998
9.818,-1.2395,-0.9074,0.3324,1.5719999999999998
9.818,-1.2332,-0.9157,0.3373,1.5730000000000002
9.818,-1.2281,-0.9269,0.3377,1.575
9.818,-1.2202,-0.9342,0.3373,1.5730000000000002
9.819,-1.2114,-0.9404,0.3397,1.571
9.819,-1.2025,-0.9477,0.3426,1.569
9.819,-1.1922,-0.951,0.3426,1.5630000000000002
9.819,-1.1805,-0.9508,0.3441,1.554
9.819,-1.1653,-0.9482,0.3436,1.541
9.82,-1.1508,-0.9407,0.3451,1.526
9.82,-1.1357,-0.9361,0.3451,1.5119999999999998
9.82,-1.1177,-0.9286,0.3466,1.494
9.82,-1.1031,-0.9201,0.3442,1.4769999999999999
9.821,-1.0904,-0.9116,0.3427,1.462
9.821,-1.0793,-0.9022,0.3417,1.4480000000000002
9.821,-1.0662,-0.8918,0.3388,1.431
9.821,-1.055,-0.8832,0.3349,1.416
9.821,-1.0458,-0.8728,0.331,1.402
9.822,-1.0376,-0.8634,0.3247,1.3880000000000001
9.822,-1.0323,-0.855,0.3193,1.3780000000000001
9.822,-1.0279,-0.8427,0.3164,1.3659999999999999
9.822,-1.0241,-0.8358,0.3105,1.358
9.823,-1.0227,-0.8265,0.3061,1.35
9.823,-1.0218,-0.8181,0.3012,1.3430000000000002
9.823,-1.0208,-0.8113,0.2968,1.337
9.823,-1.0184,-0.8029,0.2919,1.329
9.824,-1.0179,-0.796,0.2841,1.3230000000000002
9.824,-1.0165,-0.7857,0.2773,1.314
9.824,-1.0175,-0.7789,0.2699,1.31
9.824,-1.0185,-0.7735,0.2655,1.306
9.829,-1.0195,-0.7646,0.2577,1.3
9.83,-1.02,-0.7578,0.2528,1.296
